35.887091,128.6067
35.892503,128.61031
35.892313,128.61031
35.892263,128.60988
35.892149,128.61001
35.89334,128.61118
35.893345,128.61145
35.893448,128.61178
35.89115,128.61228
35.89099,128.61297
35.890985,128.61267
35.889416,128.61473
35.889498,128.61537
35.885261,128.61465
35.886179,128.61427
35.887094,128.61404
35.885898,128.61351
35.889961,128.60853
35.890546,128.60728
35.890754,128.60751
35.889196,128.60511
35.890654,128.60824
35.892968,128.61217
35.89296,128.61272
35.892148,128.61305
35.892362,128.61231
35.892469,128.61298
35.894346,128.61339
35.894048,128.61348
35.89424,128.61274
35.89357,128.61291
35.893765,128.61379
35.893604,128.61312
35.893714,128.61358
35.893826,128.61408
35.89124,128.61261
35.889188,128.61364
35.889106,128.61375
35.888801,128.61434
35.888684,128.61448
35.888998,128.61402
35.888276,128.61545
35.888088,128.61602
35.888255,128.61615
35.888352,128.61591
35.887085,128.61558
35.887822,128.6159
35.887325,128.61326
35.888559,128.61078
35.88788,128.61164
35.888155,128.6107
35.888163,128.61106
35.888032,128.61104
35.888298,128.61108
35.888433,128.61151
35.888518,128.61107
35.88862,128.61059
35.888383,128.61117
35.888336,128.6092
35.888529,128.60944
35.888261,128.60956
35.888234,128.60996
35.888215,128.61032
35.88854,128.61039
35.8879,128.61064
35.887916,128.60993
35.888351,128.61209
35.888429,128.61074
35.888338,128.61133
35.889862,128.60963
35.889679,128.60977
35.889587,128.61021
35.891228,128.6155
35.89157,128.61531
35.889852,128.61608
35.890509,128.6159
35.88659,128.61334
35.886338,128.61331
35.886212,128.61527
35.887355,128.61256
35.887386,128.61215
35.886922,128.61227
35.887673,128.61272
35.887633,128.61217
35.886388,128.61064
35.88753,128.6112
35.886689,128.61067
35.886645,128.60961
35.887552,128.60966
35.887041,128.61068
35.887097,128.60964
35.888984,128.61572
35.887458,128.61458
35.887036,128.61518
35.888821,128.6153
35.8885,128.6163
35.887777,128.61504
35.888892,128.61536
35.888693,128.61583
35.889192,128.61498
35.888986,128.6149
35.889309,128.61464
35.889702,128.61282
35.889651,128.61331
35.88952,128.61382
35.886616,128.60904
35.885978,128.60903
35.88673,128.60844
35.887267,128.60569
35.887103,128.60845
35.887321,128.60724
35.887517,128.60741
35.887133,128.60704
35.888664,128.60715
35.889678,128.60773
35.888975,128.60625
35.889421,128.60701
35.889391,128.61017
35.889242,128.60778
35.888538,128.60829
35.889885,128.61024
35.88982,128.61173
35.889467,128.60901
35.889506,128.61138
35.889829,128.61088
35.889531,128.61172
35.88983,128.61137
35.88951,128.61086
35.889217,128.61139
35.891167,128.61007
35.890439,128.6106
35.890915,128.61168
35.890348,128.61009
35.891172,128.61162
35.890922,128.60999
35.890943,128.60889
35.89203,128.60926
35.89454,128.61216
35.894251,128.61166
35.893885,128.6112
35.893366,128.61293
35.888991,128.61653
35.888167,128.61579
35.88852,128.61349
35.887169,128.61162
35.886693,128.61019
35.886412,128.60933
35.886257,128.60958
35.886253,128.60934
35.885702,128.60902
35.886405,128.60959
35.886257,128.60903
35.885686,128.60947
35.888998,128.60469
35.888704,128.60476
35.888975,128.60433
35.888744,128.604049
35.888897,128.60936
35.889041,128.61057
35.888853,128.61251
35.888077,128.61287
35.889202,128.61168
35.889023,128.6119
35.889048,128.61227
35.89024,128.61227
35.889514,128.61221
35.890605,128.61261
35.890064,128.61267
35.891024,128.61365
35.890946,128.61329
35.891915,128.61395
35.892035,128.61347
35.892224,128.61381
35.892031,128.61369
35.892298,128.61399
35.891561,128.61414
35.89132,128.61426
35.89146,128.61397
35.89163,128.61368
35.892171,128.61452
35.892151,128.6149
35.89229,128.61484
35.892035,128.6146
35.889968,128.6144
35.890066,128.61539
35.890036,128.61485
35.889781,128.61563
35.889941,128.61531
35.889925,128.61571
35.889596,128.61435
35.889829,128.61523
35.889817,128.61456
35.889899,128.61486
35.885344,128.6142
35.887104,128.60789
35.886737,128.60791
35.886768,128.60904
35.887163,128.6063
35.889654,128.60843
35.891258,128.60899
35.891108,128.60851
35.891335,128.60859
35.892705,128.61138
35.892389,128.61107
35.891197,128.6113
35.890622,128.61109
35.891983,128.61029
35.891817,128.61028
35.891571,128.61043
35.892241,128.61046
35.89257,128.6102
35.891708,128.60987
35.891992,128.61005
35.891816,128.61004
35.891538,128.61025
35.892783,128.61014
35.892359,128.60998
35.892476,128.60987
35.893142,128.61051
35.890781,128.61574
35.893907,128.61283
35.888403,128.61513
35.888243,128.61501
35.888426,128.61456
35.886715,128.61425
35.885639,128.61504
35.889956,128.60573
35.889282,128.60566
35.889302,128.60514
35.886429,128.60905
35.887291,128.6049
35.888329,128.60728
35.887139,128.60752
35.891977,128.61088
35.891809,128.61087
35.891817,128.61039
35.89157,128.61084
35.891088,128.6119
35.890309,128.61554
35.889675,128.61556
35.890155,128.61449
35.889446,128.61418
35.89058,128.613
35.889811,128.61191
35.89076,128.60774
35.891238,128.60786
35.889701,128.60702
35.890054,128.60613
35.890366,128.606124
35.890198,128.60704
35.890063,128.60614
35.888481,128.604043
35.889447,128.60577
35.889014,128.60508
35.889092,128.607
35.888907,128.60546
35.889386,128.60847
35.892418,128.61437
35.892956,128.61298
35.892031,128.61324
35.892556,128.614725
35.890644,128.61477
35.890952,128.61398
35.891337,128.61322
35.887496,128.61383
35.888289,128.61283
35.888471,128.61298
35.887619,128.61394
35.886223,128.61312
35.891993,128.61039
35.892373,128.61174
35.892304,128.61282
35.892358,128.61073
35.892979,128.61177
35.893154,128.61173
35.893398,128.61068
35.893167,128.61095
35.894822,128.61243
35.891906,128.61464
35.892039,128.61501
35.889473,128.61614
35.890171,128.61601
35.886685,128.61541
35.888188,128.61608
35.887479,128.6157
35.889263,128.61515
35.888707,128.61642
35.888604,128.61468
35.887351,128.61371
35.887768,128.61407
35.888113,128.6143
35.889331,128.61062
35.889249,128.61207
35.888758,128.61049
35.888614,128.61161
35.888076,128.61258
35.891531,128.60908
35.892228,128.6095
35.892093,128.60967
35.891421,128.61004
35.890485,128.60875
35.89024,128.60974
35.889523,128.60955
35.888734,128.60931
35.887112,128.60906
35.887895,128.61101
35.887947,128.60912
35.887557,128.60909
35.887525,128.61099
35.887904,128.61023
35.88721,128.6112
35.887535,128.61022
35.887189,128.61215
35.887886,128.61122
35.88784,128.61213
35.886379,128.61112
35.88682,128.61223
35.886662,128.61112
35.887045,128.61022
35.887033,128.61115
35.886398,128.61019
35.887236,128.61279
35.887014,128.61162
35.887496,128.61344
35.886565,128.61274
35.885622,128.61392
35.885779,128.61428
35.885495,128.61454
35.891665,128.61256
35.89172,128.61299
